crop,plant_id,plant_type,plant_name,plant_common_name,plant_taxon_level,plant_family,plant_genus,plant_species
genus:vernonia,genus:vernonia,non-crop,Vernonia,Ironweed,Genus,Asteraceae,Vernonia,NA
genus:veronica,genus:veronica,non-crop,Veronica,Speedwell,Genus,Plantaginaceae,Veronica,NA
genus:viburnum,genus:viburnum,non-crop,Viburnum,Viburnum,Genus,Adoxaceae,Viburnum,NA
genus:vicia,genus:vicia,non-crop,Vicia,Vetch,Genus,Fabaceae,Vicia,NA
genus:vinca,genus:vinca,non-crop,Vinca,Periwinkle,Genus,Apocynaceae,Vinca,NA
genus:viola,genus:viola,non-crop,Viola,Violet,Genus,Violaceae,Viola,NA
genus:vitis,genus:vitis,non-crop,Vitis,Grapevines,Genus,Vitaceae,Vitis,NA
genus:watsonia,genus:watsonia,non-crop,Watsonia,Bugle Lily,Genus,Iridaceae,Watsonia,NA
genus:weigela,genus:weigela,non-crop,Weigela,Weigela Honeysuckle,Genus,Caprifoliaceae,Weigela,NA
genus:wisteria,genus:wisteria,non-crop,Wisteria,Wisteria,Genus,Fabaceae,Wisteria,NA
genus:wyethia,genus:wyethia,non-crop,Wyethia,Mule Ears,Genus,Asteraceae,Wyethia,NA
genus:xanthoceras,genus:xanthoceras,non-crop,Xanthoceras,Yellowhorn,Genus,Sapindaceae,Xanthoceras,NA
genus:xanthorhiza,genus:xanthorhiza,non-crop,Xanthorhiza,Barberry,Genus,Ranunculaceae,Xanthorhiza,NA
genus:xeranthemum,genus:xeranthemum,non-crop,Xeranthemum,Xeranthemum,Genus,Asteraceae,Xeranthemum,NA
genus:xerochrysum,genus:xerochrysum,non-crop,Xerochrysum,Xerochrysum,Genus,Asteraceae,Xerochrysum,NA
genus:xerophyllum,genus:xerophyllum,non-crop,Xerophyllum,"Bear Grass, Indian Basket Grass",Genus,Melanthiaceae,Xerophyllum,NA
genus:xylobium,genus:xylobium,non-crop,Xylobium,Xylobium Orchid,Genus,Orchidaceae,Xylobium,NA
genus:xylosma,genus:xylosma,non-crop,Xylosma,"Brushholly, Logwood",Genus,Salicaceae,Xylosma,NA
genus:xyris,genus:xyris,non-crop,Xyris,Yellow-eyed Grass,Genus,Xyridaceae,Xyris,NA
genus:zantedeschia,genus:zantedeschia,non-crop,Zantedeschia,Calla Lily,Genus,Araceae,Zantedeschia,NA
genus:zenobia,genus:zenobia,non-crop,Zenobia,Honeycup,Genus,Ericaceae,Zenobia,NA
genus:zephyranthes,genus:zephyranthes,non-crop,Zephyranthes,"Rain Lily, Zephyrlily",Genus,Amaryllidaceae,Zephyranthes,NA
genus:zinnia,genus:zinnia,non-crop,Zinnia,Zinnia,Genus,Asteraceae,Zinnia,NA
genus:zizia,genus:zizia,non-crop,Zizia,Golden Alexander,Genus,Apiaceae,Zizia,NA
species:acanthus-mollis,species:acanthus-mollis,non-crop,Acanthus mollis,"Bear's Breeches, Sea Dock, Bear's Foot Plant, Sea Holly, Oyster Plant",Species,Acanthaceae,Acanthus,Acanthus mollis
species:acer-rubrum,species:acer-rubrum,non-crop,Acer rubrum,"Red Maple, Swamp Maple, Soft Maple",Species,Sapindaceae,Acer,Acer rubrum
species:achillea-millefolium,species:achillea-millefolium,non-crop,Achillea millefolium,"Common Yarrow, Milfoil",Species,Asteraceae,Achillea,Achillea millefolium
species:actaea-pachypoda,species:actaea-pachypoda,non-crop,Actaea pachypoda,"White Baneberry, Doll's Eyes",Species,Ranunculaceae,Actaea,Actaea pachypoda
species:actinotus-helianthi,species:actinotus-helianthi,non-crop,Actinotus helianthi,Flannel Flower,Species,Apiaceae,Actinotus,Actinotus helianthi
species:adenium-obesum,species:adenium-obesum,non-crop,Adenium obesum,Desert Rose,Species,Apocynaceae,Adenium,Adenium obesum
species:aesculus-flava,species:aesculus-flava,non-crop,Aesculus flava,"Yellow Buckeye, Sweet Buckeye, Yellow Horsechestnut, Common Buckeye",Species,Sapindaceae,Aesculus,Aesculus flava
species:agalinis-tenuifolia,species:agalinis-tenuifolia,non-crop,Agalinis tenuifolia,"Slender Gerardia, Slenderleaf False Foxglove",Species,Orobanchaceae,Agalinis,Agalinis tenuifolia
species:agave-virginica,species:agave-virginica,non-crop,Agave virginica,"Eastern Agave, Virginian Agave, Eastern False Aloe, Rattlesnake-master",Species,Asparagaceae,Agave,Agave virginica
species:ageratum-houstonianum,species:ageratum-houstonianum,non-crop,Ageratum houstonianum,"Flossflower, Bluemink, Blueweed, Pussy Foot, Mexican Paintbrush",Species,Asteraceae,Ageratum,Ageratum houstonianum
species:agrimonia-gryposepala,species:agrimonia-gryposepala,non-crop,Agrimonia gryposepala,"Tall Hairy Agrimony, Common Agrimony, Hooked Agrimony, Tall Hairy Grooveburr",Species,Rosaceae,Agrimonia,Agrimonia gryposepala
species:agrimonia-parviflora,species:agrimonia-parviflora,non-crop,Agrimonia parviflora,"Southern Agrimony, Harvest Lice, Swamp Agrimony, Small-flowered Agrimony",Species,Rosaceae,Agrimonia,Agrimonia parviflora
species:ailanthus-altissima,species:ailanthus-altissima,non-crop,Ailanthus altissima,Tree-of-Heaven,Species,Simaroubaceae,Ailanthus,Ailanthus altissima
species:albizia-julibrissin,species:albizia-julibrissin,non-crop,Albizia julibrissin,"Silk Tree, Mimosa",Species,Fabaceae,Albizia,Albizia julibrissin
species:alcea-rosea,species:alcea-rosea,non-crop,Alcea rosea,Common Hollyhock,Species,Malvaceae,Alcea,Alcea rosea
species:alchemilla-mollis,species:alchemilla-mollis,non-crop,Alchemilla mollis,Lady's Mantle,Species,Rosaceae,Alchemilla,Alchemilla mollis
species:allamanda-cathartica,species:allamanda-cathartica,non-crop,Allamanda cathartica,"Golden Trumped, Common Trumpetvine, Yellow Allamanda",Species,Apocynaceae,Allamanda,Allamanda cathartica
species:alliaria-petiolata,species:alliaria-petiolata,non-crop,Alliaria petiolata,Garlic Mustard,Species,Brassicaceae,Alliaria,Alliaria petiolata
species:allium-acuminatum,species:allium-acuminatum,non-crop,Allium acuminatum,"Tapertip Onion, Hooker's Onion",Species,Amaryllidaceae,Allium,Allium acuminatum
species:allium-canadense,species:allium-canadense,non-crop,Allium canadense,"Wild Garlic, Meadow Garlic",Species,Amaryllidaceae,Allium,Allium canadense
species:allium-cepa,species:allium-cepa,non-crop,Allium cepa,Onion (wild),Species,Amaryllidaceae,Allium,Allium cepa
species:allium-cernuum,species:allium-cernuum,non-crop,Allium cernuum,"Nodding Wild Onion, Nodding Onion, Allegheny Onion",Species,Amaryllidaceae,Allium,Allium cernuum
species:allium-roseum,species:allium-roseum,non-crop,Allium roseum,Rosy Garlic,Species,Amaryllidaceae,Allium,Allium roseum
species:allium-sativum,species:allium-sativum,non-crop,Allium sativum,Garlic (wild),Species,Amaryllidaceae,Allium,Allium sativum
species:allium-schoenoprasum,species:allium-schoenoprasum,non-crop,Allium schoenoprasum,Chives (wild),Species,Amaryllidaceae,Allium,Allium schoenoprasum
species:allium-simillimum,species:allium-simillimum,non-crop,Allium simillimum,"Simil Onion, Dwarf Onion",Species,Amaryllidaceae,Allium,Allium simillimum
species:allium-stellatum,species:allium-stellatum,non-crop,Allium stellatum,"Glade Onion, Prairie Onion, Cliff Onion, Autumn Onion, Lady's Leek, Wild Onion",Species,Amaryllidaceae,Allium,Allium stellatum
species:amaranthus-hypochondriacus,species:amaranthus-hypochondriacus,non-crop,Amaranthus hypochondriacus,Prince's Feather,Species,Amaranthaceae,Amaranthus,Amaranthus hypochondriacus
species:ambrosia-artemisiifolia,species:ambrosia-artemisiifolia,non-crop,Ambrosia artemisiifolia,"Common Ragweed, Annual Ragweed, Small Ragweed, Roman Wormwood",Species,Asteraceae,Ambrosia,Ambrosia artemisiifolia
species:ambrosia-trifida,species:ambrosia-trifida,non-crop,Ambrosia trifida,"Great Ragweed, Buffalo Weed, Horseweed, Giant Ragweed, Tall Ambrosia",Species,Asteraceae,Ambrosia,Ambrosia trifida
species:amelanchier-laevis,species:amelanchier-laevis,non-crop,Amelanchier laevis,"Allegheny Serviceberry, Smooth Serviceberry",Species,Rosaceae,Amelanchier,Amelanchier laevis
species:amelanchier-utahensis,species:amelanchier-utahensis,non-crop,Amelanchier utahensis,"Utah Serviceberry, Pale Serviceberry, Western Serviceberry",Species,Rosaceae,Amelanchier,Amelanchier utahensis
species:amianthium-muscitoxicum,species:amianthium-muscitoxicum,non-crop,Amianthium muscitoxicum,"Fly Poison, Stagger Grass",Species,Melanthiaceae,Amianthium,Amianthium muscitoxicum
species:amorpha-canescens,species:amorpha-canescens,non-crop,Amorpha canescens,"Leadplant, Downy Indigo Bush, Prairie Shoestring, Buffalo Bellows",Species,Fabaceae,Amorpha,Amorpha canescens
species:amorpha-fruticosa,species:amorpha-fruticosa,non-crop,Amorpha fruticosa,"Indigobush, False Indigo Bush, Desert False Indigo, Tall Indigo-bush",Species,Fabaceae,Amorpha,Amorpha fruticosa
species:amphicarpaea-bracteata,species:amphicarpaea-bracteata,non-crop,Amphicarpaea bracteata,American Hogpeanut,Species,Fabaceae,Amphicarpaea,Amphicarpaea bracteata
species:amsinckia-menziesii,species:amsinckia-menziesii,non-crop,Amsinckia menziesii,"Common Fiddleneck, Menzie's Fiddleneck, Rancher's Fiddleneck",Species,Boraginaceae,Amsinckia,Amsinckia menziesii
species:anaphalis-margaritacea,species:anaphalis-margaritacea,non-crop,Anaphalis margaritacea,"Pearly Everlasting, Western Pearly Everlasting",Species,Asteraceae,Anaphalis,Anaphalis margaritacea
species:anemone-acutiloba,species:anemone-acutiloba,non-crop,Anemone acutiloba,"Sharp-lobed Hepatica, Liverleaf, Liverwort",Species,Ranunculaceae,Anemone,Anemone acutiloba
species:anemone-americana,species:anemone-americana,non-crop,Anemone americana,"Round-lobed Hepatica, Liverleaf",Species,Ranunculaceae,Anemone,Anemone americana
species:anemone-coronaria,species:anemone-coronaria,non-crop,Anemone coronaria,Poppy Anemone,Species,Ranunculaceae,Anemone,Anemone coronaria
species:anemone-piperi,species:anemone-piperi,non-crop,Anemone piperi,"Piper's Anemone, Windflower",Species,Ranunculaceae,Anemone,Anemone piperi
species:anemone-quinquefolia,species:anemone-quinquefolia,non-crop,Anemone quinquefolia,"Wood Anemone, Nightcaps, Twoleaf Anemone",Species,Ranunculaceae,Anemone,Anemone quinquefolia
species:anemone-virginiana,species:anemone-virginiana,non-crop,Anemone virginiana,"Thimbleweed, Tall Anemone",Species,Ranunculaceae,Anemone,Anemone virginiana
species:angelica-triquinata,species:angelica-triquinata,non-crop,Angelica triquinata,"Mountain Angelica, Filmy Angelica",Species,Apiaceae,Angelica,Angelica triquinata
species:antennaria-plantaginifolia,species:antennaria-plantaginifolia,non-crop,Antennaria plantaginifolia,"Plantain-leaf Pussytoes, Woman's Tobacco",Species,Asteraceae,Antennaria,Antennaria plantaginifolia
species:antennaria-solitaria,species:antennaria-solitaria,non-crop,Antennaria solitaria,"Solitary Pussytoes, Singlehead Pussytoes",Species,Asteraceae,Antennaria,Antennaria solitaria
species:anthemis-cotula,species:anthemis-cotula,non-crop,Anthemis cotula,"Mayweed, Stinking Chamomile, Dog Fennel",Species,Asteraceae,Anthemis,Anthemis cotula
species:antirrhinum-majus,species:antirrhinum-majus,non-crop,Antirrhinum majus,Common Snapdragon,Species,Plantaginaceae,Antirrhinum,Antirrhinum majus
species:apios-americana,species:apios-americana,non-crop,Apios americana,"Groundnut, Potato Bean, Indian Potato, Virginia Potato, Wild Bean, Wild Sweet Potato",Species,Fabaceae,Apios,Apios americana
species:aplectrum-hyemale,species:aplectrum-hyemale,non-crop,Aplectrum hyemale,"Puttyroot Orchid, Adam and Eve",Species,Orchidaceae,Aplectrum,Aplectrum hyemale
species:aquilegia-canadensis,species:aquilegia-canadensis,non-crop,Aquilegia canadensis,"Eastern Red Columbine, Wild Columbine",Species,Ranunculaceae,Aquilegia,Aquilegia canadensis
species:arctostaphylos-uva-ursi,species:arctostaphylos-uva-ursi,non-crop,Arctostaphylos uva-ursi,Bearberry,Species,Ericaceae,Arctostaphylos,Arctostaphylos uva-ursi
species:arisaema-dracontium,species:arisaema-dracontium,non-crop,Arisaema dracontium,"Green Dragon, Dragonroot",Species,Araceae,Arisaema,Arisaema dracontium
species:arisaema-quinatum,species:arisaema-quinatum,non-crop,Arisaema quinatum,"Prester John, Jack-in-the-Pulpit, Preacher John, Southern Jack-in-the-Pulpit, Five-leaved Jack-in-the-Pulpit",Species,Araceae,Arisaema,Arisaema quinatum
species:arisaema-triphyllum,species:arisaema-triphyllum,non-crop,Arisaema triphyllum,"Jack-in-the-Pulpit, Indian Turnip, Jack in the Pulpit,",Species,Araceae,Arisaema,Arisaema triphyllum
species:arnoglossum-reniforme,species:arnoglossum-reniforme,non-crop,Arnoglossum reniforme,Great Indian Plantain,Species,Asteraceae,Arnoglossum,Arnoglossum reniforme
species:aruncus-dioicus,species:aruncus-dioicus,non-crop,Aruncus dioicus,"Goatsbeard, Eastern Goatsbeard, Bride's Feathers",Species,Rosaceae,Aruncus,Aruncus dioicus
species:asarum-canadense,species:asarum-canadense,non-crop,Asarum canadense,"Common Wild Ginger, Canadian Wild Ginger",Species,Aristolochiaceae,Asarum,Asarum canadense
species:asclepias-incarnata,species:asclepias-incarnata,non-crop,Asclepias incarnata,"Swamp Milkweed, Western Swamp Milkweed, Pink Milkweed, Eastern Swamp Milkweed",Species,Apocynaceae,Asclepias,Asclepias incarnata
species:asclepias-quadrifolia,species:asclepias-quadrifolia,non-crop,Asclepias quadrifolia,Fourleaf Milkweed,Species,Apocynaceae,Asclepias,Asclepias quadrifolia
species:asclepias-syriaca,species:asclepias-syriaca,non-crop,Asclepias syriaca,"Common Milkweed, Purple Milkweed, Butterfly Flower, Silkweed, Silky Swallow-Wort, Virginia Silkweed",Species,Apocynaceae,Asclepias,Asclepias syriaca
species:asclepias-tuberosa,species:asclepias-tuberosa,non-crop,Asclepias tuberosa,"Butterfly Milkweed, Butterfly Weed, Pleurisy Root, Orange Milkweed",Species,Apocynaceae,Asclepias,Asclepias tuberosa
species:asclepias-variegata,species:asclepias-variegata,non-crop,Asclepias variegata,"White Milkweed, Redring Milkweed, Variegated Milkweed",Species,Apocynaceae,Asclepias,Asclepias variegata
species:asclepias-verticillata,species:asclepias-verticillata,non-crop,Asclepias verticillata,Whorled Milkweed,Species,Apocynaceae,Asclepias,Asclepias verticillata
species:asclepias-viridis,species:asclepias-viridis,non-crop,Asclepias viridis,"Antelope-Horn Milkweed, Green Antelopehorn, Spider Milkweed, Green Milkweed",Species,Apocynaceae,Asclepias,Asclepias viridis
species:asparagus-officinalis,species:asparagus-officinalis,non-crop,Asparagus officinalis,Asparagus (wild),Species,Asparagaceae,Asparagus,Asparagus officinalis
species:astilbe-biternata,species:astilbe-biternata,non-crop,Astilbe biternata,"Appalachian False Goat's Beard, False Goatsbeard,",Species,Saxifragaceae,Astilbe,Astilbe biternata
species:astragalus-canadensis,species:astragalus-canadensis,non-crop,Astragalus canadensis,"Canada Milkvetch, Little Rattlepod",Species,Fabaceae,Astragalus,Astragalus canadensis
species:astragalus-schmolliae,species:astragalus-schmolliae,non-crop,Astragalus schmolliae,Schmoll's Milkvetch,Species,Fabaceae,Astragalus,Astragalus schmolliae
species:astranthium-integrifolium,species:astranthium-integrifolium,non-crop,Astranthium integrifolium,"Western Daisy, Entireleaf Western Daisy, Eastern Western Daisy",Species,Asteraceae,Astranthium,Astranthium integrifolium
species:aubrieta-deltoidea,species:aubrieta-deltoidea,non-crop,Aubrieta deltoidea,Purple Rock Cress,Species,Brassicaceae,Aubrieta,Aubrieta deltoidea
species:aureolaria-pectinata,species:aureolaria-pectinata,non-crop,Aureolaria pectinata,"Southern Fernleaf False Foxglove, Southern Oak-leech, Cut-leaved Gerardia, Combleaf Yellow False Foxglove",Species,Orobanchaceae,Aureolaria,Aureolaria pectinata
species:balsamorhiza-sagittata,species:balsamorhiza-sagittata,non-crop,Balsamorhiza sagittata,Arrowleaf Balsamroot,Species,Asteraceae,Balsamorhiza,Balsamorhiza sagittata
species:bellis-perennis,species:bellis-perennis,non-crop,Bellis perennis,Common Daisy,Species,Asteraceae,Bellis,Bellis perennis
species:bidens-aristosa,species:bidens-aristosa,non-crop,Bidens aristosa,"Bearded Beggarticks, Tickseed Sunflower, Bur Marigold",Species,Asteraceae,Bidens,Bidens aristosa
species:bidens-bipinnata,species:bidens-bipinnata,non-crop,Bidens bipinnata,"Spanish Needles, Spanish Needles Beggars Ticks",Species,Asteraceae,Bidens,Bidens bipinnata
species:bidens-pilosa,species:bidens-pilosa,non-crop,Bidens pilosa,"Shepherd's Needles ,Spanish Needles, Romerillo, Common Beggar's-tick, Hairy Beggarticks, Cobbler's Pegs",Species,Asteraceae,Bidens,Bidens pilosa
species:bignonia-capreolata,species:bignonia-capreolata,non-crop,Bignonia capreolata,"Cross Vine, Trumpet Flower, Crossvine, Quarter Vine",Species,Bignoniaceae,Bignonia,Bignonia capreolata
species:blepharipappus-scaber,species:blepharipappus-scaber,non-crop,Blepharipappus scaber,"Rough Eyelashweed, Blepharipappus, Rough Blepharipappus",Species,Asteraceae,Blepharipappus,Blepharipappus scaber
species:boechera-laevigata,species:boechera-laevigata,non-crop,Boechera laevigata,"Smooth Rockcress, Common Smooth Rock Cress",Species,Brassicaceae,Boechera,Boechera laevigata
species:brassica-napus,species:brassica-napus,non-crop,Brassica napus,Rapeseed,Species,Brassicaceae,Brassica,Brassica napus
species:brassica-nigra,species:brassica-nigra,non-crop,Brassica nigra,Black Mustard,Species,Brassicaceae,Brassica,Brassica nigra
species:brassica-oleracea,species:brassica-oleracea,non-crop,Brassica oleracea,Wild Cabbage,Species,Brassicaceae,Brassica,Brassica oleracea
species:brassica-rapa,species:brassica-rapa,non-crop,Brassica rapa,Field Mustard,Species,Brassicaceae,Brassica,Brassica rapa
species:brugmansia-arborea,species:brugmansia-arborea,non-crop,Brugmansia arborea,Angel's Trumpet,Species,Solanaceae,Brugmansia,Brugmansia arborea
species:bryophyllum-delagoense,species:bryophyllum-delagoense,non-crop,Bryophyllum delagoense,"Chandelier Plant, Common Mother of Millions, Mother of Thousands, Christmas bells, Tingo Tango",Species,Crassulaceae,Bryophyllum,Bryophyllum delagoense
species:buchnera-americana,species:buchnera-americana,non-crop,Buchnera americana,"Blue Hearts, American Bluehearts, Prairie Bluehearts, Plains Bluehearts",Species,Orobanchaceae,Buchnera,Buchnera americana
species:calendula-officinalis,species:calendula-officinalis,non-crop,Calendula officinalis,Marigold,Species,Asteraceae,Calendula,Calendula officinalis
species:callicarpa-americana,species:callicarpa-americana,non-crop,Callicarpa americana,"American Beautyberry, French Mulberry",Species,Lamiaceae,Callicarpa,Callicarpa americana
species:callistephus-chinensis,species:callistephus-chinensis,non-crop,Callistephus chinensis,"China Aster, Annual Aster",Species,Asteraceae,Callistephus,Callistephus chinensis
species:calochortus-bruneaunis,species:calochortus-bruneaunis,non-crop,Calochortus bruneaunis,"Bruneau Mariposa Lily, Pinyon Mariposa",Species,Liliaceae,Calochortus,Calochortus bruneaunis
species:calopogon-tuberosus,species:calopogon-tuberosus,non-crop,Calopogon tuberosus,"Common Grass Pink, Bearded Pink, Swamp Pink, Tuberous Grass Pink, Meadow Gift",Species,Orchidaceae,Calopogon,Calopogon tuberosus
species:calycanthus-floridus,species:calycanthus-floridus,non-crop,Calycanthus floridus,"Eastern Sweetshrub, Sweet Shrub, Carolina Allspice, Strawberry Shrub, Sweet Bubby Bush",Species,Calycanthaceae,Calycanthus,Calycanthus floridus
species:calypso-bulbosa,species:calypso-bulbosa,non-crop,Calypso bulbosa,"Calypso Orchid, Fairy Slipper, Venus Slipper, Angel Slipper, Deer's Head Orchid",Species,Orchidaceae,Calypso,Calypso bulbosa
species:calystegia-sepium,species:calystegia-sepium,non-crop,Calystegia sepium,"Hedge Bindweed, Hedge False Bindweed",Species,Convolvulaceae,Calystegia,Calystegia sepium
species:camassia-quamash,species:camassia-quamash,non-crop,Camassia quamash,"Small Camas, Quamash",Species,Asparagaceae,Camassia,Camassia quamash
species:camassia-scilloides,species:camassia-scilloides,non-crop,Camassia scilloides,"Wild Hyacinth, Atlantic Camas",Species,Asparagaceae,Camassia,Camassia scilloides
species:campanula-divaricata,species:campanula-divaricata,non-crop,Campanula divaricata,"Southern Harebell, Small Bonny Bellflower, Southern Bellflower, Southern Bluebell",Species,Campanulaceae,Campanula,Campanula divaricata
species:campanula-latifolia,species:campanula-latifolia,non-crop,Campanula latifolia,Giant Bellflower,Species,Campanulaceae,Campanula,Campanula latifolia
species:campanula-rotundifolia,species:campanula-rotundifolia,non-crop,Campanula rotundifolia,"Bluebell Bellflower, Bluebell, Harebell, Bluebell-of-Scotland, Blue Rain Flower, Heathbells, Witches Thimbles",Species,Campanulaceae,Campanula,Campanula rotundifolia
species:campanulastrum-americanum,species:campanulastrum-americanum,non-crop,Campanulastrum americanum,"Tall Bellflower, American Bellflower",Species,Campanulaceae,Campanulastrum,Campanulastrum americanum
species:campsis-radicans,species:campsis-radicans,non-crop,Campsis radicans,"Trumpet Vine, Trumpet Creeper, Hummingbird Vine, Cow Itch, Hell Vine, Devil's Shoestring",Species,Bignoniaceae,Campsis,Campsis radicans
species:cardamine-angustata,species:cardamine-angustata,non-crop,Cardamine angustata,Slender Toothwort,Species,Brassicaceae,Cardamine,Cardamine angustata
species:cardamine-concatenata,species:cardamine-concatenata,non-crop,Cardamine concatenata,Cutleaf Toothwort,Species,Brassicaceae,Cardamine,Cardamine concatenata
species:cardamine-dissecta,species:cardamine-dissecta,non-crop,Cardamine dissecta,"Forkleaf Toothwort, Thread Leafed Toothwort, Fineleaf Toothwort",Species,Brassicaceae,Cardamine,Cardamine dissecta
species:cardamine-hirsuta,species:cardamine-hirsuta,non-crop,Cardamine hirsuta,"Hairy Bittercress, Hoary Bittercress, Lamb's Cress, Spring Cress, Flickweed",Species,Brassicaceae,Cardamine,Cardamine hirsuta
species:cardamine-pratensis,species:cardamine-pratensis,non-crop,Cardamine pratensis,Cuckoo Flower,Species,Brassicaceae,Cardamine,Cardamine pratensis
species:cardiospermum-halicacabum,species:cardiospermum-halicacabum,non-crop,Cardiospermum halicacabum,"Balloon Vine, Love in a Puff, Heartseed",Species,Sapindaceae,Cardiospermum,Cardiospermum halicacabum
species:carduus-nutans,species:carduus-nutans,non-crop,Carduus nutans,"Bristle Thistle, Musk Thistle, Nodding Thistle, Nodding Plumeless Thistle",Species,Asteraceae,Carduus,Carduus nutans
species:castilleja-coccinea,species:castilleja-coccinea,non-crop,Castilleja coccinea,"Scarlet Indian Paintbrush, Scarlet Paintbrush, Painted Cup, Prairie Fire",Species,Orobanchaceae,Castilleja,Castilleja coccinea
species:castilleja-covilleana,species:castilleja-covilleana,non-crop,Castilleja covilleana,"Rocky Mountain Indian Paintbrush, Coville Indian Paintbrush",Species,Orobanchaceae,Castilleja,Castilleja covilleana
species:castilleja-linariifolia,species:castilleja-linariifolia,non-crop,Castilleja linariifolia,"Wyoming Paintbrush, Narrow-leaved Indian Paintbrush, Desert Paintbrush",Species,Orobanchaceae,Castilleja,Castilleja linariifolia
